"CityServiceValcon, LLC (CSV)",,,,,,,,,,
Detail Postings for Period 10 Ending 10/31/2025,,,,,,,,,,
,,,,,,,,,,
Account Number/Description,,,,,,,,,,
Period,Date,Comments,Journal,Source,Batch,Beginning Balance,Debit,Credit,Net Change,Ending Balance
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078911,A/R,86684,,0.00,304.01,"13,254,884.11",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078914,A/R,86636,,0.00,161.90,"13,254,722.21",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078916,A/R,86688,,0.00,"3,095.76","13,251,626.45",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078917,A/R,86639,,0.00,600.00,"13,251,026.45",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078918,A/R,86667,,0.00,250.00,"13,250,776.45",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078919,A/R,86669,,0.00,238.55,"13,250,537.90",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078920,A/R,86678,,0.00,567.74,"13,249,970.16",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078921,A/R,86681,,0.00,388.82,"13,249,581.34",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078922,A/R,86682,,0.00,217.18,"13,249,364.16",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078923,A/R,86686,,0.00,239.01,"13,249,125.15",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078924,A/R,C1013,,0.00,646.59,"13,248,478.56",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078925,A/R,V1013,,0.00,"3,476.57","13,245,001.99",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078942,A/R,86702,,0.00,"5,966.33","13,239,035.66",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078954,A/R,86680,,0.00,"1,056.56","13,237,979.10",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078974,A/R,86738,,0.00,"4,256.54","13,233,722.56",
10,10/13/2025,Rock Solid Activity 10/6/2025 - 10/12/20,JE-023682,G/L,15091,,"25,585.65",0.00,"13,259,308.21",
10,10/13/2025,Rock Solid Activity 10/6/2025 - 10/12/20,JE-023682,G/L,15091,,0.00,"19,445.46","13,239,862.75",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160307,S/O,78571,,"4,353.44",0.00,"13,244,216.19",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160308,S/O,78570,,"22,312.80",0.00,"13,266,528.99",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160309,S/O,78572,,708.43,0.00,"13,267,237.42",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160311,S/O,78578,,"4,712.62",0.00,"13,271,950.04",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160313,S/O,REBIL,,0.00,"6,367.18","13,265,582.86",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160316,S/O,78574,,"15,356.64",0.00,"13,280,939.50",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160317,S/O,78585,,90.00,0.00,"13,281,029.50",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160318,S/O,78516,,"13,175.16",0.00,"13,294,204.66",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160319,S/O,LEWTR,,497.12,0.00,"13,294,701.78",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160321,S/O,ZZ012,,0.00,441.67,"13,294,260.11",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160322,S/O,78577,,"3,631.92",0.00,"13,297,892.03",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160324,S/O,ZZ011,,0.00,120.96,"13,297,771.07",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160328,S/O,PARMT,,"3,025.45",0.00,"13,300,796.52",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160329,S/O,78575,,"13,858.35",0.00,"13,314,654.87",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160330,S/O,78521,,"23,278.76",0.00,"13,337,933.63",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160331,S/O,78545,,970.90,0.00,"13,338,904.53",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160334,S/O,78592,,0.00,73.88,"13,338,830.65",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160335,S/O,ZZ011,,"230,217.85",0.00,"13,569,048.50",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160338,S/O,78593,,"16,127.56",0.00,"13,585,176.06",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160339,S/O,78595,,0.00,21.12,"13,585,154.94",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160344,S/O,78591,,"8,097.80",0.00,"13,593,252.74",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160345,S/O,ZZ012,,"234,212.53",0.00,"13,827,465.27",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160348,S/O,ZZ011,,"205,766.54",0.00,"14,033,231.81",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160349,S/O,78579,,"9,966.23",0.00,"14,043,198.04",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160350,S/O,10125,,0.00,"114,253.15","13,928,944.89",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160355,S/O,78580,,"16,168.59",0.00,"13,945,113.48",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160356,S/O,78597,,"6,858.40",0.00,"13,951,971.88",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160359,S/O,ZZ011,,"173,586.58",0.00,"14,125,558.46",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160360,S/O,ZZ011,,"200,457.69",0.00,"14,326,016.15",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160362,S/O,78598,,356.83,0.00,"14,326,372.98",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160363,S/O,ZZ012,,"114,934.32",0.00,"14,441,307.30",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160365,S/O,78581,,"23,780.59",0.00,"14,465,087.89",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160377,S/O,78606,,"2,022.22",0.00,"14,467,110.11",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160390,S/O,78614,,"3,475.86",0.00,"14,470,585.97",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160393,S/O,ZZ011,,"26,004.72",0.00,"14,496,590.69",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160420,S/O,78617,,"3,951.20",0.00,"14,500,541.89",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160422,S/O,78612,,"7,432.19",0.00,"14,507,974.08",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160423,S/O,78608,,299.57,0.00,"14,508,273.65",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160425,S/O,78618,,"9,282.80",0.00,"14,517,556.45",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160430,S/O,78621,,"4,979.88",0.00,"14,522,536.33",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160436,S/O,78613,,"8,593.50",0.00,"14,531,129.83",
10,10/13/2025,S/O Invoice Entry - 10/13/2025,SO-160511,S/O,78655,,"29,791.10",0.00,"14,560,920.93",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078851,A/R,86622,,0.00,"5,833.80","14,555,087.13",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078852,A/R,86620,,0.00,"2,464,328.86","12,090,758.27",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078927,A/R,86690,,"11,239.53",0.00,"12,101,997.80",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078928,A/R,86693,,0.00,102.72,"12,101,895.08",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078929,A/R,86694,,0.00,"187,804.24","11,914,090.84",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078930,A/R,86695,,0.00,"157,217.89","11,756,872.95",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078931,A/R,86696,,0.00,"134,179.42","11,622,693.53",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078932,A/R,86697,,0.00,"39,622.15","11,583,071.38",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078933,A/R,86698,,0.00,"1,830.39","11,581,240.99",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078934,A/R,86699,,0.00,"875,709.12","10,705,531.87",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078935,A/R,86707,,70.18,0.00,"10,705,602.05",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078936,A/R,86708,,0.00,"1,306.47","10,704,295.58",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078937,A/R,86712,,0.00,"108,031.50","10,596,264.08",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078940,A/R,86715,,0.00,"9,268.44","10,586,995.64",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078941,A/R,86685,,0.00,"99,437.02","10,487,558.62",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078943,A/R,86701,,0.00,"14,135.21","10,473,423.41",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078944,A/R,86721,,0.00,197.00,"10,473,226.41",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078945,A/R,86724,,0.00,606.19,"10,472,620.22",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078946,A/R,86722,,0.00,"82,436.27","10,390,183.95",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078947,A/R,86726,,0.00,745.37,"10,389,438.58",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078948,A/R,86725,,0.00,"102,746.13","10,286,692.45",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078953,A/R,86717,,0.00,"89,495.92","10,197,196.53",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078955,A/R,86727,,0.00,"190,769.65","10,006,426.88",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078956,A/R,86729,,0.00,"167,261.22","9,839,165.66",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078957,A/R,86730,,0.00,30.40,"9,839,135.26",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078958,A/R,86731,,0.00,161.80,"9,838,973.46",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078959,A/R,86723,,0.00,"102,229.16","9,736,744.30",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078962,A/R,86689,,0.00,"1,224.75","9,735,519.55",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078963,A/R,86692,,0.00,"2,180.05","9,733,339.50",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078964,A/R,86700,,0.00,"1,144.53","9,732,194.97",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078965,A/R,86704,,0.00,"28,000.00","9,704,194.97",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078966,A/R,86705,,0.00,890.52,"9,703,304.45",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078967,A/R,86709,,0.00,400.00,"9,702,904.45",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078968,A/R,86711,,0.00,864.19,"9,702,040.26",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078969,A/R,86718,,0.00,"2,419.95","9,699,620.31",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078970,A/R,86719,,0.00,479.79,"9,699,140.52",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078971,A/R,C1014,,0.00,795.51,"9,698,345.01",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078972,A/R,V1014,,0.00,"15,910.57","9,682,434.44",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078979,A/R,86743,,0.00,"8,935.11","9,673,499.33",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078996,A/R,86756,,0.00,"784,160.42","8,889,338.91",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078998,A/R,86767,,0.00,"368,365.51","8,520,973.40",
10,10/14/2025,A/R Cash Receipts Entry - 10/14/2025,CR-078999,A/R,86772,,0.00,"31,134.90","8,489,838.50",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160367,S/O,78602,,320.75,0.00,"8,490,159.25",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160368,S/O,78601,,"35,003.94",0.00,"8,525,163.19",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160370,S/O,BILTR,,"1,290.00",0.00,"8,526,453.19",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160371,S/O,78604,,"23,345.05",0.00,"8,549,798.24",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160372,S/O,REBIL,,0.00,"1,911.85","8,547,886.39",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160375,S/O,78609,,30.00,0.00,"8,547,916.39",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160376,S/O,ZZ011,,0.00,391.50,"8,547,524.89",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160378,S/O,78610,,"6,123.72",0.00,"8,553,648.61",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160379,S/O,CBTR,,"3,493.00",0.00,"8,557,141.61",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160380,S/O,ZZ011,,"221,732.79",0.00,"8,778,874.40",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160381,S/O,SBYTR,,"3,767.00",0.00,"8,782,641.40",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160382,S/O,VALTR,,472.00,0.00,"8,783,113.40",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160383,S/O,ZZ011,,"325,971.77",0.00,"9,109,085.17",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160389,S/O,ZZ012,,"10,773.00",0.00,"9,119,858.17",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160391,S/O,78607,,"4,137.75",0.00,"9,123,995.92",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160392,S/O,ZZ011,,"11,852.43",0.00,"9,135,848.35",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160394,S/O,78616,,0.00,"3,028.44","9,132,819.91",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160396,S/O,ZZ012,,"30,079.17",0.00,"9,162,899.08",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160397,S/O,ZZ011,,"199,355.39",0.00,"9,362,254.47",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160399,S/O,ZZ011,,"105,707.06",0.00,"9,467,961.53",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160401,S/O,78573,,"21,674.02",0.00,"9,489,635.55",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160402,S/O,10135,,0.00,"28,812.95","9,460,822.60",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160405,S/O,ZZ011,,"244,791.95",0.00,"9,705,614.55",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160407,S/O,ZZ012,,"9,861.76",0.00,"9,715,476.31",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160409,S/O,78620,,0.00,136.80,"9,715,339.51",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160412,S/O,ZZ012,,"30,205.90",0.00,"9,745,545.41",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160414,S/O,78619,,"28,822.76",0.00,"9,774,368.17",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160419,S/O,ZZ011,,"246,692.86",0.00,"10,021,061.03",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160421,S/O,ZZ012,,"211,280.13",0.00,"10,232,341.16",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160426,S/O,ZZ011,,"12,095.85",0.00,"10,244,437.01",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160428,S/O,ZZ013,,"342,359.20",0.00,"10,586,796.21",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160429,S/O,78611,,"9,731.81",0.00,"10,596,528.02",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160431,S/O,ZZ011,,"277,671.96",0.00,"10,874,199.98",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160433,S/O,ZZ011,,"71,512.04",0.00,"10,945,712.02",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160434,S/O,ZZ012,,"290,822.29",0.00,"11,236,534.31",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160435,S/O,78622,,"2,562.64",0.00,"11,239,096.95",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160437,S/O,78605,,"23,471.30",0.00,"11,262,568.25",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160457,S/O,78633,,"6,631.76",0.00,"11,269,200.01",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160481,S/O,ZZ011,,"21,075.16",0.00,"11,290,275.17",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160484,S/O,78647,,"29,863.62",0.00,"11,320,138.79",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160495,S/O,ZZ011,,"44,224.31",0.00,"11,364,363.10",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160498,S/O,78632,,"7,617.29",0.00,"11,371,980.39",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160502,S/O,78643,,"8,399.53",0.00,"11,380,379.92",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160507,S/O,78644,,"14,598.67",0.00,"11,394,978.59",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160547,S/O,78672,,"27,174.08",0.00,"11,422,152.67",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160556,S/O,78666,,"6,641.73",0.00,"11,428,794.40",
10,10/14/2025,S/O Invoice Entry - 10/14/2025,SO-160565,S/O,78654,,"13,680.86",0.00,"11,442,475.26",
10,10/15/2025,A/R Invoice Entry - 10/15/2025,AR-003363,A/R,04029,,0.00,211.91,"11,442,263.35",
10,10/15/2025,CARDLINK RECEIVABLES,CL-002670,C/L,,,"391,944.98",0.00,"11,834,208.33",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-078950,A/R,86720,,"307,106.17",0.00,"12,141,314.50",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-078951,A/R,86716,,"2,931,984.63",0.00,"15,073,299.13",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-078975,A/R,WFIMP,,0.00,"14,451.32","15,058,847.81",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-078976,A/R,WFIMP,,"28,902.64",0.00,"15,087,750.45",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-078977,A/R,WFIMP,,0.00,"14,451.32","15,073,299.13",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-078978,A/R,86741,,"25,868.36",0.00,"15,099,167.49",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-078980,A/R,86744,,0.00,"224,173.03","14,874,994.46",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-078981,A/R,86745,,0.00,"183,614.02","14,691,380.44",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-078982,A/R,86747,,0.00,"137,156.66","14,554,223.78",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-078983,A/R,86749,,0.00,"39,084.80","14,515,138.98",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-078984,A/R,86750,,0.00,"2,037.31","14,513,101.67",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-078985,A/R,86751,,0.00,"3,263.56","14,509,838.11",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-078986,A/R,86752,,0.00,"2,227.70","14,507,610.41",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-078987,A/R,86754,,0.00,"911,054.36","13,596,556.05",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-078988,A/R,86740,,0.00,"12,684.83","13,583,871.22",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-078989,A/R,86755,,0.00,859.15,"13,583,012.07",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-078990,A/R,86763,,0.00,800.58,"13,582,211.49",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-078992,A/R,86765,,0.00,283.80,"13,581,927.69",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-078995,A/R,86766,,0.00,"60,783.96","13,521,143.73",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-078997,A/R,86768,,0.00,17.00,"13,521,126.73",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-079000,A/R,86773,,0.00,"21,617.40","13,499,509.33",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-079002,A/R,86735,,0.00,"2,747.77","13,496,761.56",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-079003,A/R,86739,,0.00,327.25,"13,496,434.31",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-079004,A/R,86746,,0.00,629.71,"13,495,804.60",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-079005,A/R,86748,,0.00,664.13,"13,495,140.47",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-079006,A/R,86753,,0.00,697.14,"13,494,443.33",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-079007,A/R,86757,,0.00,"2,460.27","13,491,983.06",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-079008,A/R,86758,,0.00,158.79,"13,491,824.27",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-079009,A/R,86759,,0.00,599.78,"13,491,224.49",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-079010,A/R,86760,,0.00,843.10,"13,490,381.39",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-079011,A/R,C1015,,0.00,"4,404.42","13,485,976.97",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-079012,A/R,V1015,,0.00,"50,867.63","13,435,109.34",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-079014,A/R,86779,,0.00,33.71,"13,435,075.63",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-079015,A/R,86780,,0.00,"1,446.41","13,433,629.22",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-079032,A/R,86805,,0.00,"442,086.95","12,991,542.27",
10,10/15/2025,A/R Cash Receipts Entry - 10/15/2025,CR-079035,A/R,86789,,0.00,"7,764.73","12,983,777.54",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160438,S/O,78623,,238.31,0.00,"12,984,015.85",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160440,S/O,78626,,30.00,0.00,"12,984,045.85",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160441,S/O,REBIL,,0.00,"1,813.43","12,982,232.42",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160442,S/O,78627,,769.73,0.00,"12,983,002.15",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160445,S/O,78628,,609.81,0.00,"12,983,611.96",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160446,S/O,78629,,"14,912.15",0.00,"12,998,524.11",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160447,S/O,78630,,0.00,297.50,"12,998,226.61",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160449,S/O,ZZ011,,"373,718.03",0.00,"13,371,944.64",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160450,S/O,ZZ011,,"141,115.71",0.00,"13,513,060.35",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160451,S/O,78625,,"4,280.21",0.00,"13,517,340.56",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160452,S/O,ZZ011,,"299,855.82",0.00,"13,817,196.38",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160453,S/O,78631,,17.90,0.00,"13,817,214.28",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160454,S/O,78603,,"1,308.15",0.00,"13,818,522.43",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160461,S/O,ZZ011,,"175,218.73",0.00,"13,993,741.16",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160462,S/O,ZZ012,,"225,344.37",0.00,"14,219,085.53",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160463,S/O,MCTR,,"2,710.00",0.00,"14,221,795.53",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160464,S/O,ZZ011,,"142,409.59",0.00,"14,364,205.12",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160466,S/O,ZZ012,,"288,228.15",0.00,"14,652,433.27",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160467,S/O,78640,,"1,932.15",0.00,"14,654,365.42",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160468,S/O,78635,,"29,500.10",0.00,"14,683,865.52",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160472,S/O,ZZ014,,"11,059.87",0.00,"14,694,925.39",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160474,S/O,ZZ011,,"223,713.85",0.00,"14,918,639.24",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160477,S/O,ZZ011,,0.00,"1,232.00","14,917,407.24",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160478,S/O,ZZ011,,"198,346.12",0.00,"15,115,753.36",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160480,S/O,78600,,172.60,0.00,"15,115,925.96",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160487,S/O,78642,,"8,951.20",0.00,"15,124,877.16",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160488,S/O,ZZ011,,"258,450.17",0.00,"15,383,327.33",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160491,S/O,ZZ014,,"241,330.14",0.00,"15,624,657.47",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160493,S/O,78650,,"12,501.17",0.00,"15,637,158.64",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160496,S/O,ZZ013,,"153,419.18",0.00,"15,790,577.82",
