Invoice,InvoiceDate,Due,Amount
5875231-PP,10/20/2025,10/20/2025,-1127.6
5875232-PP,10/20/2025,10/20/2025,20.46
5875233-PP,10/20/2025,10/20/2025,-1090.16
5875234-PP,10/20/2025,10/20/2025,19.8
5875235-PP,10/20/2025,10/20/2025,-1295.99
5875236-PP,10/20/2025,10/20/2025,25.24
5875237-PP,10/20/2025,10/20/2025,-1064.89
5875238-PP,10/20/2025,10/20/2025,20.25
5873201-PP,10/20/2025,10/20/2025,-6515.28
S050565-IN,10/16/2025,11/10/2025,1307.88
CL49342-IN,10/16/2025,11/5/2025,643.36
0886963-IN,10/20/2025,11/10/2025,188.8
S071941-IN,10/16/2025,11/10/2025,193.73
0890016-IN,10/17/2025,11/10/2025,1664.19
5873185-PP,10/20/2025,10/20/2025,-2503.6
5873186-PP,10/20/2025,10/20/2025,-2320.77
5873187-PP,10/20/2025,10/20/2025,-1901.78
0101625-PP,10/16/2025,10/16/2025,-187
W266854-CM,10/17/2025,1/0/1900,-2894.17
W266855-CM,10/17/2025,1/0/1900,-357.41
W266876-CM,10/17/2025,1/0/1900,-1251.94
W266877-CM,10/17/2025,1/0/1900,-357.41
0890059-IN,10/17/2025,11/10/2025,447.08
CL49371-IN,10/16/2025,11/5/2025,15138.63
S346643-IN,10/16/2025,11/10/2025,378.4
5872920-PP,10/20/2025,10/20/2025,-14.82
5872921-PP,10/20/2025,10/20/2025,0.52
5872922-PP,10/20/2025,10/20/2025,-162.44
5872923-PP,10/20/2025,10/20/2025,3.53
5872924-PP,10/20/2025,10/20/2025,-3683.01
5872925-PP,10/20/2025,10/20/2025,88.51
5872926-PP,10/20/2025,10/20/2025,-3822.1
5872927-PP,10/20/2025,10/20/2025,85.98
5872928-PP,10/20/2025,10/20/2025,-3556.15
5872929-PP,10/20/2025,10/20/2025,84.56
5872930-PP,10/20/2025,10/20/2025,-2922.47
5872931-PP,10/20/2025,10/20/2025,66.88
CL49343-IN,10/16/2025,11/5/2025,655.17
5875279-PP,10/20/2025,10/20/2025,-1752.15
5875280-PP,10/20/2025,10/20/2025,48.12
5874127-PP,10/20/2025,10/20/2025,-1058.55
5874128-PP,10/20/2025,10/20/2025,18.12
5874129-PP,10/20/2025,10/20/2025,-974.67
5874130-PP,10/20/2025,10/20/2025,15.81
5874131-PP,10/20/2025,10/20/2025,-1537.86
5874132-PP,10/20/2025,10/20/2025,29.44
5874133-PP,10/20/2025,10/20/2025,-1420.51
5874134-PP,10/20/2025,10/20/2025,20.64
5874135-PP,10/20/2025,10/20/2025,-2227.44
5874136-PP,10/20/2025,10/20/2025,44.74
5874137-PP,10/20/2025,10/20/2025,-1584.39
5874138-PP,10/20/2025,10/20/2025,27.03
5874139-PP,10/20/2025,10/20/2025,-1318.57
5874140-PP,10/20/2025,10/20/2025,26.37
5874141-PP,10/20/2025,10/20/2025,-1625.18
5874142-PP,10/20/2025,10/20/2025,26.64
5874143-PP,10/20/2025,10/20/2025,-1181.64
5874144-PP,10/20/2025,10/20/2025,22.24
5874145-PP,10/20/2025,10/20/2025,-262.89
5874146-PP,10/20/2025,10/20/2025,4.62
5874147-PP,10/20/2025,10/20/2025,-1453.59
5874148-PP,10/20/2025,10/20/2025,26.89
5868475-PP,10/16/2025,10/16/2025,-1226.78
5870825-PP,10/17/2025,10/17/2025,-1669.82
5873194-PP,10/20/2025,10/20/2025,-1258.78
S346241-IN,10/16/2025,11/10/2025,627.89
5873168-PP,10/20/2025,10/20/2025,-516.9
5873169-PP,10/20/2025,10/20/2025,-3649.51
5873170-PP,10/20/2025,10/20/2025,-3279.08
CL49372-IN,10/16/2025,10/21/2025,1401.32
5873416-PP,10/20/2025,10/20/2025,-1207.48
5873417-PP,10/20/2025,10/20/2025,19.12
5873418-PP,10/20/2025,10/20/2025,-1177.25
5873419-PP,10/20/2025,10/20/2025,19.69
5873420-PP,10/20/2025,10/20/2025,-1321.38
5873421-PP,10/20/2025,10/20/2025,22.64
5873422-PP,10/20/2025,10/20/2025,-1472.63
5873423-PP,10/20/2025,10/20/2025,26.38
5873424-PP,10/20/2025,10/20/2025,-1223.42
5873425-PP,10/20/2025,10/20/2025,21.67
5873426-PP,10/20/2025,10/20/2025,-1489.47
5873427-PP,10/20/2025,10/20/2025,23.4
5873428-PP,10/20/2025,10/20/2025,-1072.62
5873429-PP,10/20/2025,10/20/2025,16.86
5873430-PP,10/20/2025,10/20/2025,-364.6
5873431-PP,10/20/2025,10/20/2025,7.08
5873432-PP,10/20/2025,10/20/2025,-891.89
5873433-PP,10/20/2025,10/20/2025,14.28
5873434-PP,10/20/2025,10/20/2025,-60.57
5873435-PP,10/20/2025,10/20/2025,-0.89
S346460-IN,10/16/2025,11/10/2025,383.04
W266857-CM,10/17/2025,1/0/1900,-1041.76
S346273-IN,10/16/2025,11/10/2025,102.79
5873224-PP,10/20/2025,10/20/2025,-10540.39
5873225-PP,10/20/2025,10/20/2025,219.54
5873293-PP,10/20/2025,10/20/2025,0.24
5873294-PP,10/20/2025,10/20/2025,-0.38
5873295-PP,10/20/2025,10/20/2025,-0.55
5869971-PP,10/16/2025,10/16/2025,-1048.7
5869972-PP,10/16/2025,10/16/2025,22.92
5869973-PP,10/16/2025,10/16/2025,-1119.34
5869974-PP,10/16/2025,10/16/2025,24.1
5869975-PP,10/16/2025,10/16/2025,-788.87
5869976-PP,10/16/2025,10/16/2025,16.37
5869977-PP,10/16/2025,10/16/2025,-838.89
5869978-PP,10/16/2025,10/16/2025,18.88
5872334-PP,10/17/2025,10/17/2025,-1111.07
5872335-PP,10/17/2025,10/17/2025,22.9
5872336-PP,10/17/2025,10/17/2025,-927.81
5872337-PP,10/17/2025,10/17/2025,18.19
5872338-PP,10/17/2025,10/17/2025,-1078.54
5872339-PP,10/17/2025,10/17/2025,22.93
5872340-PP,10/17/2025,10/17/2025,-812.66
5872341-PP,10/17/2025,10/17/2025,16.63
5872342-PP,10/17/2025,10/17/2025,-514.34
5872343-PP,10/17/2025,10/17/2025,9.31
5872344-PP,10/17/2025,10/17/2025,-1060.97
5872345-PP,10/17/2025,10/17/2025,22.67
5872346-PP,10/17/2025,10/17/2025,-51.4
5872347-PP,10/17/2025,10/17/2025,-0.61
5872348-PP,10/17/2025,10/17/2025,-35.05
5872349-PP,10/17/2025,10/17/2025,-1.46
5874846-PP,10/20/2025,10/20/2025,-1086.6
5874847-PP,10/20/2025,10/20/2025,22.17
5874848-PP,10/20/2025,10/20/2025,-1271.45
5874849-PP,10/20/2025,10/20/2025,26.88
5874850-PP,10/20/2025,10/20/2025,-1163.05
5874851-PP,10/20/2025,10/20/2025,23.22
5874852-PP,10/20/2025,10/20/2025,-920.63
5874853-PP,10/20/2025,10/20/2025,17.54
5874854-PP,10/20/2025,10/20/2025,-169.73
5874855-PP,10/20/2025,10/20/2025,4.36
5874856-PP,10/20/2025,10/20/2025,-1181.52
5874857-PP,10/20/2025,10/20/2025,22.02
0888929-IN,10/16/2025,11/10/2025,1440.84
5874716-PP,10/20/2025,10/20/2025,-189.33
5874717-PP,10/20/2025,10/20/2025,3.94
5874718-PP,10/20/2025,10/20/2025,-607.19
5874719-PP,10/20/2025,10/20/2025,14.52
5874720-PP,10/20/2025,10/20/2025,-786.17
5874721-PP,10/20/2025,10/20/2025,15.36
5874722-PP,10/20/2025,10/20/2025,-17.53
5874723-PP,10/20/2025,10/20/2025,-0.05
5874724-PP,10/20/2025,10/20/2025,-704.49
5874725-PP,10/20/2025,10/20/2025,16.09
5874726-PP,10/20/2025,10/20/2025,-911.71
5874727-PP,10/20/2025,10/20/2025,17.37
5874728-PP,10/20/2025,10/20/2025,-781.23
5874729-PP,10/20/2025,10/20/2025,15.31
5874730-PP,10/20/2025,10/20/2025,-815.84
5874731-PP,10/20/2025,10/20/2025,16.33
5874732-PP,10/20/2025,10/20/2025,-922.83
5874733-PP,10/20/2025,10/20/2025,18.5
5872768-PP,10/17/2025,10/17/2025,-1148.92
5872769-PP,10/17/2025,10/17/2025,19.06
5872770-PP,10/17/2025,10/17/2025,-821.61
5872771-PP,10/17/2025,10/17/2025,13.2
5872772-PP,10/17/2025,10/17/2025,-1000.85
5872773-PP,10/17/2025,10/17/2025,15.64
5872774-PP,10/17/2025,10/17/2025,-897.68
5872775-PP,10/17/2025,10/17/2025,14
5872776-PP,10/17/2025,10/17/2025,-961.07
5872777-PP,10/17/2025,10/17/2025,15.12
5872778-PP,10/17/2025,10/17/2025,-999.72
5872779-PP,10/17/2025,10/17/2025,17.3
5872780-PP,10/17/2025,10/17/2025,-857.36
5872781-PP,10/17/2025,10/17/2025,13.58
5872782-PP,10/17/2025,10/17/2025,-595.66
5872783-PP,10/17/2025,10/17/2025,9.27
5872784-PP,10/17/2025,10/17/2025,-834.64
5872785-PP,10/17/2025,10/17/2025,13.38
5875299-PP,10/20/2025,10/20/2025,-749.62
5875300-PP,10/20/2025,10/20/2025,12.47
5875301-PP,10/20/2025,10/20/2025,-846.16
5875302-PP,10/20/2025,10/20/2025,13.12
5875303-PP,10/20/2025,10/20/2025,-1027.44
5875304-PP,10/20/2025,10/20/2025,17.02
5875305-PP,10/20/2025,10/20/2025,-846.31
5875306-PP,10/20/2025,10/20/2025,13.21
5875307-PP,10/20/2025,10/20/2025,-804.28
5875308-PP,10/20/2025,10/20/2025,12.25
5875309-PP,10/20/2025,10/20/2025,-806.1
5875310-PP,10/20/2025,10/20/2025,12.91
5875311-PP,10/20/2025,10/20/2025,-836.27
5875312-PP,10/20/2025,10/20/2025,12.74
5875313-PP,10/20/2025,10/20/2025,-20.57
5875314-PP,10/20/2025,10/20/2025,0.29
5875315-PP,10/20/2025,10/20/2025,-716.5
5875316-PP,10/20/2025,10/20/2025,11.54
5873644-PP,10/20/2025,10/20/2025,-965.01
5873645-PP,10/20/2025,10/20/2025,16.91
5873646-PP,10/20/2025,10/20/2025,-987
5873647-PP,10/20/2025,10/20/2025,18.34
5873648-PP,10/20/2025,10/20/2025,-857.05
5873649-PP,10/20/2025,10/20/2025,17.34
5873650-PP,10/20/2025,10/20/2025,-885.53
5873651-PP,10/20/2025,10/20/2025,17.06
5873652-PP,10/20/2025,10/20/2025,-1104.31
5873653-PP,10/20/2025,10/20/2025,17.12
5873654-PP,10/20/2025,10/20/2025,-1057.75
5873655-PP,10/20/2025,10/20/2025,19.33
5873656-PP,10/20/2025,10/20/2025,-987.91
5873657-PP,10/20/2025,10/20/2025,17.61
5873658-PP,10/20/2025,10/20/2025,-1099.51
5873659-PP,10/20/2025,10/20/2025,23.39
5873660-PP,10/20/2025,10/20/2025,-1333.58
5873661-PP,10/20/2025,10/20/2025,28.35
5873662-PP,10/20/2025,10/20/2025,-670.02
5873663-PP,10/20/2025,10/20/2025,29.06
5873664-PP,10/20/2025,10/20/2025,-979.39
5873665-PP,10/20/2025,10/20/2025,21.63
5873666-PP,10/20/2025,10/20/2025,-130.15
5873667-PP,10/20/2025,10/20/2025,-7.41
S050567-IN,10/16/2025,11/5/2025,2601.07
5871084-PP,10/17/2025,10/17/2025,-1127.4
5871085-PP,10/17/2025,10/17/2025,15.85
5871086-PP,10/17/2025,10/17/2025,-939.02
5871087-PP,10/17/2025,10/17/2025,14.91
5871088-PP,10/17/2025,10/17/2025,-923.43
5871089-PP,10/17/2025,10/17/2025,16.13
5871090-PP,10/17/2025,10/17/2025,-961.85
5871091-PP,10/17/2025,10/17/2025,15.91
5871092-PP,10/17/2025,10/17/2025,-754.86
5871093-PP,10/17/2025,10/17/2025,15.04
5871094-PP,10/17/2025,10/17/2025,-946.86
5871095-PP,10/17/2025,10/17/2025,15.28
5871096-PP,10/17/2025,10/17/2025,-1195.16
5871097-PP,10/17/2025,10/17/2025,18.57
5871098-PP,10/17/2025,10/17/2025,-557.57
5871099-PP,10/17/2025,10/17/2025,10
5871100-PP,10/17/2025,10/17/2025,500
5873470-PP,10/20/2025,10/20/2025,-1199.66
5873471-PP,10/20/2025,10/20/2025,18.18
5873472-PP,10/20/2025,10/20/2025,-987.23
5873473-PP,10/20/2025,10/20/2025,15.68
5873474-PP,10/20/2025,10/20/2025,-943.83
5873475-PP,10/20/2025,10/20/2025,15.49
5873476-PP,10/20/2025,10/20/2025,-957.38
5873477-PP,10/20/2025,10/20/2025,17.08
5873478-PP,10/20/2025,10/20/2025,-994.51
5873479-PP,10/20/2025,10/20/2025,16.11
5873480-PP,10/20/2025,10/20/2025,-885.41
5873481-PP,10/20/2025,10/20/2025,13.99
5873482-PP,10/20/2025,10/20/2025,-222.35
5873483-PP,10/20/2025,10/20/2025,4.71
5873484-PP,10/20/2025,10/20/2025,-728.78
5873485-PP,10/20/2025,10/20/2025,12.89
0889617-IN,10/16/2025,10/26/2025,911.16
5871446-PP,10/17/2025,10/17/2025,-1526.47
5871447-PP,10/17/2025,10/17/2025,26.78
5871448-PP,10/17/2025,10/17/2025,-1276.97
5871449-PP,10/17/2025,10/17/2025,20.43
5871450-PP,10/17/2025,10/17/2025,-1473.17
5871451-PP,10/17/2025,10/17/2025,26.58
5871452-PP,10/17/2025,10/17/2025,-1328.84
5871453-PP,10/17/2025,10/17/2025,24.12
5871454-PP,10/17/2025,10/17/2025,-1465.07
5871455-PP,10/17/2025,10/17/2025,21.11
5871456-PP,10/17/2025,10/17/2025,-1077.07
5871457-PP,10/17/2025,10/17/2025,19.86
5873867-PP,10/20/2025,10/20/2025,-256.16
5873868-PP,10/20/2025,10/20/2025,4.13
5873869-PP,10/20/2025,10/20/2025,-1190.24
5873870-PP,10/20/2025,10/20/2025,19.74
5873871-PP,10/20/2025,10/20/2025,-160.84
5873872-PP,10/20/2025,10/20/2025,-3
5873873-PP,10/20/2025,10/20/2025,-134.14
5873874-PP,10/20/2025,10/20/2025,-6.43
5873875-PP,10/20/2025,10/20/2025,-1359.91
5873876-PP,10/20/2025,10/20/2025,20.48
5873877-PP,10/20/2025,10/20/2025,-1266.62
5873878-PP,10/20/2025,10/20/2025,19.38
5873879-PP,10/20/2025,10/20/2025,-1265.45
5873880-PP,10/20/2025,10/20/2025,24.26
5873881-PP,10/20/2025,10/20/2025,-1398.51
5873882-PP,10/20/2025,10/20/2025,27.66
5873883-PP,10/20/2025,10/20/2025,-956.82
5873884-PP,10/20/2025,10/20/2025,16.7
5873885-PP,10/20/2025,10/20/2025,-1188.68
5873886-PP,10/20/2025,10/20/2025,20.78
S050484-IN,10/16/2025,11/10/2025,221.86
0888736-IN,10/16/2025,11/10/2025,4166.63
5873588-PP,10/20/2025,10/20/2025,-1514.47
5873589-PP,10/20/2025,10/20/2025,24.45
5873590-PP,10/20/2025,10/20/2025,-2321.97
5873591-PP,10/20/2025,10/20/2025,32.11
5873592-PP,10/20/2025,10/20/2025,-1479.1
5873593-PP,10/20/2025,10/20/2025,23.06
5873594-PP,10/20/2025,10/20/2025,-1691.56
5873595-PP,10/20/2025,10/20/2025,21.53
5873596-PP,10/20/2025,10/20/2025,-1824.59
5873597-PP,10/20/2025,10/20/2025,25.97
5873598-PP,10/20/2025,10/20/2025,-1650.1
5873599-PP,10/20/2025,10/20/2025,18.88
5873600-PP,10/20/2025,10/20/2025,-910.53
5873601-PP,10/20/2025,10/20/2025,15.8
5873602-PP,10/20/2025,10/20/2025,-1596.07
5873603-PP,10/20/2025,10/20/2025,3.94
5873604-PP,10/20/2025,10/20/2025,-805.23
5873605-PP,10/20/2025,10/20/2025,9.96
5873606-PP,10/20/2025,10/20/2025,-70
5873607-PP,10/20/2025,10/20/2025,-0.06
5873608-PP,10/20/2025,10/20/2025,-91.79
5873609-PP,10/20/2025,10/20/2025,-4.01
5873610-PP,10/20/2025,10/20/2025,-1137.75
5873611-PP,10/20/2025,10/20/2025,16.56
5873612-PP,10/20/2025,10/20/2025,-1499.27
5873613-PP,10/20/2025,10/20/2025,24.23
5873614-PP,10/20/2025,10/20/2025,-1526.38
5873615-PP,10/20/2025,10/20/2025,25.12
5873616-PP,10/20/2025,10/20/2025,-1141.06
5873617-PP,10/20/2025,10/20/2025,17.09
5873618-PP,10/20/2025,10/20/2025,-1299.34
5873619-PP,10/20/2025,10/20/2025,21.03
5873620-PP,10/20/2025,10/20/2025,-1260.67
5873621-PP,10/20/2025,10/20/2025,23.63
5873622-PP,10/20/2025,10/20/2025,-1887.64
5873623-PP,10/20/2025,10/20/2025,25.79
5873624-PP,10/20/2025,10/20/2025,-1476.82
5873625-PP,10/20/2025,10/20/2025,24.03
5873626-PP,10/20/2025,10/20/2025,-1536.29
5873627-PP,10/20/2025,10/20/2025,21.36
5873628-PP,10/20/2025,10/20/2025,-1242.26
5873629-PP,10/20/2025,10/20/2025,18.12
5873630-PP,10/20/2025,10/20/2025,-1578.9
5873631-PP,10/20/2025,10/20/2025,27.52
5873632-PP,10/20/2025,10/20/2025,-1131.31
5873633-PP,10/20/2025,10/20/2025,22.22
5873634-PP,10/20/2025,10/20/2025,-2517.6
5873635-PP,10/20/2025,10/20/2025,29.76
5873636-PP,10/20/2025,10/20/2025,-663.28
5873637-PP,10/20/2025,10/20/2025,8.42
5873638-PP,10/20/2025,10/20/2025,-1173.84
5873639-PP,10/20/2025,10/20/2025,15.46
5873640-PP,10/20/2025,10/20/2025,-165.8
5873641-PP,10/20/2025,10/20/2025,-1.12
5873642-PP,10/20/2025,10/20/2025,-331.93
5873643-PP,10/20/2025,10/20/2025,-9.55
CL49373-IN,10/16/2025,10/21/2025,710.4
5875333-PP,10/20/2025,10/20/2025,-639.4
5875334-PP,10/20/2025,10/20/2025,15.38
PP-PP,10/16/2025,10/16/2025,-187
0887299-IN,10/16/2025,10/26/2025,10929.22
5874354-PP,10/20/2025,10/20/2025,-1266.23
5874355-PP,10/20/2025,10/20/2025,22.46
5874356-PP,10/20/2025,10/20/2025,-1021.08
5874357-PP,10/20/2025,10/20/2025,18.62
5874358-PP,10/20/2025,10/20/2025,-692.85
5874359-PP,10/20/2025,10/20/2025,15.11
5874360-PP,10/20/2025,10/20/2025,-1161
5874361-PP,10/20/2025,10/20/2025,21.34
5874362-PP,10/20/2025,10/20/2025,-1047.36
5874363-PP,10/20/2025,10/20/2025,21.03
5874364-PP,10/20/2025,10/20/2025,-1005.95
5874365-PP,10/20/2025,10/20/2025,15.45
5874366-PP,10/20/2025,10/20/2025,-1178.32
5874367-PP,10/20/2025,10/20/2025,24.43
5874368-PP,10/20/2025,10/20/2025,-964.37
5874369-PP,10/20/2025,10/20/2025,16.58
5874370-PP,10/20/2025,10/20/2025,-1021.87
5874371-PP,10/20/2025,10/20/2025,17.72
5874372-PP,10/20/2025,10/20/2025,-1227.06
5874373-PP,10/20/2025,10/20/2025,22.96
5874374-PP,10/20/2025,10/20/2025,-1047.76
5874375-PP,10/20/2025,10/20/2025,19.05
5874376-PP,10/20/2025,10/20/2025,-1407.16
5874377-PP,10/20/2025,10/20/2025,24.39
5874378-PP,10/20/2025,10/20/2025,-1195.65
5874379-PP,10/20/2025,10/20/2025,19.44
5874380-PP,10/20/2025,10/20/2025,-1081.25
5874381-PP,10/20/2025,10/20/2025,21.2
5874382-PP,10/20/2025,10/20/2025,-651.61
5874383-PP,10/20/2025,10/20/2025,14.71
5874384-PP,10/20/2025,10/20/2025,-1233.03
5874385-PP,10/20/2025,10/20/2025,20.05
0888449-IN,10/20/2025,11/10/2025,249.93
5873202-PP,10/20/2025,10/20/2025,-7171.68
PP-PP,10/16/2025,10/16/2025,-729.11
S050583-IN,10/16/2025,11/10/2025,729.11
5872284-PP,10/17/2025,10/17/2025,-1084.38
5872285-PP,10/17/2025,10/17/2025,18.99
5872286-PP,10/17/2025,10/17/2025,-1042.83
5872287-PP,10/17/2025,10/17/2025,14.94
5872288-PP,10/17/2025,10/17/2025,-671.71
5872289-PP,10/17/2025,10/17/2025,12.07
5872290-PP,10/17/2025,10/17/2025,-1173.68
5872291-PP,10/17/2025,10/17/2025,21.18
5872292-PP,10/17/2025,10/17/2025,-868.12
5872293-PP,10/17/2025,10/17/2025,14.53
5872294-PP,10/17/2025,10/17/2025,-759.21
5872295-PP,10/17/2025,10/17/2025,9.08
5872296-PP,10/17/2025,10/17/2025,-29.35
5872297-PP,10/17/2025,10/17/2025,0.25
5874792-PP,10/20/2025,10/20/2025,-927.53
5874793-PP,10/20/2025,10/20/2025,14.97
5874794-PP,10/20/2025,10/20/2025,-952.58
5874795-PP,10/20/2025,10/20/2025,16.75
5874796-PP,10/20/2025,10/20/2025,-1025.87
5874797-PP,10/20/2025,10/20/2025,15.11
5874798-PP,10/20/2025,10/20/2025,-1263.97
5874799-PP,10/20/2025,10/20/2025,19.52
5874800-PP,10/20/2025,10/20/2025,-862.61
5874801-PP,10/20/2025,10/20/2025,17.1
5874802-PP,10/20/2025,10/20/2025,-414.23
5874803-PP,10/20/2025,10/20/2025,6.91
5874804-PP,10/20/2025,10/20/2025,-122.92
5874805-PP,10/20/2025,10/20/2025,-1.32
5874806-PP,10/20/2025,10/20/2025,-176.74
5874807-PP,10/20/2025,10/20/2025,-1.85
5873183-PP,10/20/2025,10/20/2025,-10847.06
5874972-PP,10/20/2025,10/20/2025,-1766.5
5874973-PP,10/20/2025,10/20/2025,29.12
5874974-PP,10/20/2025,10/20/2025,-1343.21
5874975-PP,10/20/2025,10/20/2025,24.93
5874976-PP,10/20/2025,10/20/2025,-1886.27
5874977-PP,10/20/2025,10/20/2025,37.64
5874978-PP,10/20/2025,10/20/2025,-1526.68
5874979-PP,10/20/2025,10/20/2025,27.91
5874980-PP,10/20/2025,10/20/2025,-1083.03
5874981-PP,10/20/2025,10/20/2025,20.92
5874982-PP,10/20/2025,10/20/2025,-1240.3
5874983-PP,10/20/2025,10/20/2025,24.09
5874984-PP,10/20/2025,10/20/2025,-349.09
5874985-PP,10/20/2025,10/20/2025,7.34
5874986-PP,10/20/2025,10/20/2025,-1273.11
5874987-PP,10/20/2025,10/20/2025,25.78
5874988-PP,10/20/2025,10/20/2025,-86.16
5874989-PP,10/20/2025,10/20/2025,1.01
0889458-IN,10/17/2025,11/10/2025,189.74
0889889-IN,10/17/2025,11/10/2025,6268.69
5875317-PP,10/20/2025,10/20/2025,-709.01
5875318-PP,10/20/2025,10/20/2025,15.6
5875319-PP,10/20/2025,10/20/2025,-844.99
5875320-PP,10/20/2025,10/20/2025,17.23
5875321-PP,10/20/2025,10/20/2025,-971.98
5875322-PP,10/20/2025,10/20/2025,20.62
5875323-PP,10/20/2025,10/20/2025,-60.79
5875324-PP,10/20/2025,10/20/2025,1.39
5875325-PP,10/20/2025,10/20/2025,-679.5
5875326-PP,10/20/2025,10/20/2025,13.74
5875327-PP,10/20/2025,10/20/2025,-934.85
5875328-PP,10/20/2025,10/20/2025,18.91
5875281-PP,10/20/2025,10/20/2025,-1101.64
5875282-PP,10/20/2025,10/20/2025,21.45
5875283-PP,10/20/2025,10/20/2025,-497.91
5875284-PP,10/20/2025,10/20/2025,7.33
5875285-PP,10/20/2025,10/20/2025,-1134.84
5875286-PP,10/20/2025,10/20/2025,20.97
5875287-PP,10/20/2025,10/20/2025,-841.54
5875288-PP,10/20/2025,10/20/2025,13.84
5875289-PP,10/20/2025,10/20/2025,-83.38
5875290-PP,10/20/2025,10/20/2025,1.57
5875291-PP,10/20/2025,10/20/2025,-789.34
5875292-PP,10/20/2025,10/20/2025,14.37
0890242-IN,10/16/2025,11/10/2025,2403.15
5874075-PP,10/20/2025,10/20/2025,-50.71
5874076-PP,10/20/2025,10/20/2025,1.39
5874077-PP,10/20/2025,10/20/2025,-5869.49
5874078-PP,10/20/2025,10/20/2025,157.55
5875331-PP,10/20/2025,10/20/2025,-2238.51
5875332-PP,10/20/2025,10/20/2025,57.63
S050585-IN,10/16/2025,11/10/2025,154.7
W266810-IN,10/17/2025,11/10/2025,292
5868788-PP,10/16/2025,10/16/2025,-903.82
5868789-PP,10/16/2025,10/16/2025,16.94
5868790-PP,10/16/2025,10/16/2025,-598.77
5868791-PP,10/16/2025,10/16/2025,12.3
5868792-PP,10/16/2025,10/16/2025,-908.31
5868793-PP,10/16/2025,10/16/2025,15.79
5868794-PP,10/16/2025,10/16/2025,-812.84
5868795-PP,10/16/2025,10/16/2025,15.3
5868796-PP,10/16/2025,10/16/2025,-823.64
5868797-PP,10/16/2025,10/16/2025,15.71
5868798-PP,10/16/2025,10/16/2025,-911.03
5868799-PP,10/16/2025,10/16/2025,15.54
5868800-PP,10/16/2025,10/16/2025,-718.22
5868801-PP,10/16/2025,10/16/2025,15.38
5871143-PP,10/17/2025,10/17/2025,-92.71
5871144-PP,10/17/2025,10/17/2025,-3.03
5871145-PP,10/17/2025,10/17/2025,-850.93
5871146-PP,10/17/2025,10/17/2025,15.74
5871147-PP,10/17/2025,10/17/2025,-880.26
5871148-PP,10/17/2025,10/17/2025,17.54
5871149-PP,10/17/2025,10/17/2025,-875.76
5871150-PP,10/17/2025,10/17/2025,17.89
5871151-PP,10/17/2025,10/17/2025,-920.14
5871152-PP,10/17/2025,10/17/2025,15.1
5871153-PP,10/17/2025,10/17/2025,-645.58
5871154-PP,10/17/2025,10/17/2025,11.79
5871155-PP,10/17/2025,10/17/2025,-260.27
5871156-PP,10/17/2025,10/17/2025,5.68
5873526-PP,10/20/2025,10/20/2025,-748.51
5873527-PP,10/20/2025,10/20/2025,13.83
5873528-PP,10/20/2025,10/20/2025,-927.04
5873529-PP,10/20/2025,10/20/2025,15.62
5873530-PP,10/20/2025,10/20/2025,-785.2
5873531-PP,10/20/2025,10/20/2025,14.38
5873532-PP,10/20/2025,10/20/2025,-792.54
5873533-PP,10/20/2025,10/20/2025,15.09
5873534-PP,10/20/2025,10/20/2025,-812.69
5873535-PP,10/20/2025,10/20/2025,12.13
5873536-PP,10/20/2025,10/20/2025,-589.45
5873537-PP,10/20/2025,10/20/2025,11.89
5873538-PP,10/20/2025,10/20/2025,-222.43
5873539-PP,10/20/2025,10/20/2025,5.02
5873540-PP,10/20/2025,10/20/2025,-801.77
5873541-PP,10/20/2025,10/20/2025,14.82
5874165-PP,10/20/2025,10/20/2025,-117.64
5874166-PP,10/20/2025,10/20/2025,-3.66
5874167-PP,10/20/2025,10/20/2025,-76.46
5874168-PP,10/20/2025,10/20/2025,-3.61
5874169-PP,10/20/2025,10/20/2025,-1745.23
5874170-PP,10/20/2025,10/20/2025,31.91
5874171-PP,10/20/2025,10/20/2025,-1362.36
5874172-PP,10/20/2025,10/20/2025,26.59
5874173-PP,10/20/2025,10/20/2025,-1369.61
5874174-PP,10/20/2025,10/20/2025,20.19
5874175-PP,10/20/2025,10/20/2025,-1657.92
5874176-PP,10/20/2025,10/20/2025,24.17
5874177-PP,10/20/2025,10/20/2025,-1419.73
5874178-PP,10/20/2025,10/20/2025,22.2
5874179-PP,10/20/2025,10/20/2025,-1052.23
5874180-PP,10/20/2025,10/20/2025,17.58
5874181-PP,10/20/2025,10/20/2025,-593.01
5874182-PP,10/20/2025,10/20/2025,10.36
5874183-PP,10/20/2025,10/20/2025,800
5875036-PP,10/20/2025,10/20/2025,-1030.29
5875037-PP,10/20/2025,10/20/2025,22.99
5875038-PP,10/20/2025,10/20/2025,-1047.98
5875039-PP,10/20/2025,10/20/2025,20.5
5875040-PP,10/20/2025,10/20/2025,-963.49
5875041-PP,10/20/2025,10/20/2025,20.44
5875042-PP,10/20/2025,10/20/2025,-1072.38
5875043-PP,10/20/2025,10/20/2025,21.31
5875044-PP,10/20/2025,10/20/2025,-936.81
5875045-PP,10/20/2025,10/20/2025,19.65
5875046-PP,10/20/2025,10/20/2025,-1508.16
5875047-PP,10/20/2025,10/20/2025,29.15
5875048-PP,10/20/2025,10/20/2025,-917.41
5875049-PP,10/20/2025,10/20/2025,19.85
5875050-PP,10/20/2025,10/20/2025,-1296.12
5875051-PP,10/20/2025,10/20/2025,25.36
